group,run_id,period,feature,mean,std,p05,p50,p95,num_obs,frac_nan,cfg_seq_length,cfg_z_window,cfg_use_cls_token,cfg_zscore,cfg_layers,cfg_head_size,cfg_num_heads,cfg_ff_dim,cfg_dropout,cfg_attn_dropout,cfg_calibration,cfg_refit,cfg_timeframe,cfg_use_returns,cfg_use_spx_close,cfg_data_start_year,cfg_end_date
base,run_20250905_120706_4898a8c3,1987,epu_index,0.293135790773992,1.5886698716127217,-1.714504342069417,-0.0811749675505299,2.8454779069283185,253,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,1987,t10y2y_spread,0.3325690931833841,1.564948520987431,-1.4906785247506162,0.4850712500730456,3.0557302289743813,253,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,1987,t10y3m_spread,0.731663483044341,1.465017277080944,-1.6792434034115542,1.1555667047397096,2.8965998754947804,253,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,1998,returns,-0.0177767509438001,1.0312277149072149,-1.7562518308597783,0.0520484629598559,1.5881997965877117,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,1998,pce_price_index,1.0365400308714663,1.165786906988287,-0.9270522104126184,1.1958636491742771,2.966471587833949,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,1998,unemployment_rate,-0.0873360693186936,1.4586185315944975,-2.1951372296824325,-0.3160374779012418,1.9114783894430605,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,1998,nonfarm_payrolls,1.5940370658360896,0.415581012591398,1.1104036815766072,1.4952260598986973,2.425900901236713,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,1998,industrial_production,1.0457557980986592,1.094135381724166,-1.3397039962728967,1.1628163234180433,2.750900756780027,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,1998,capacity_utilization,-1.0369567160359483,1.185934131957892,-2.807112146052269,-1.2893472120676095,0.9700190249599916,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,1998,housing_starts,0.4076616248581353,1.3187367854110414,-1.3584139917457525,0.2726601063171667,2.298862639493764,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,1998,building_permits,0.4690902468814112,1.5719463057408305,-1.4792350822250948,0.334377672668672,2.851942738597699,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,1998,retail_sales,1.0807508824056165,1.2627483989941577,-1.4842509693918626,1.3381018445673716,2.8795403394439947,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,1998,durable_orders,0.0501214581728473,1.147205314946792,-1.789780228136158,0.2262176279464318,1.5851512783973782,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,1998,consumer_confidence,-0.7051905601055873,1.3559855635555946,-2.7290289315381138,-0.9896550246885198,1.4514927874337833,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,1998,fed_funds,-0.3922620336281575,1.632583908336778,-2.5959288807704652,-0.5845335494577861,2.398014452954808,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,1998,epu_index,-0.0659125579678427,1.2432357305898845,-1.4470737834209797,-0.3624311868106443,1.899421370382081,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,1998,t10y2y_spread,-0.0606580441299889,1.531425232325342,-2.358853723093523,-0.3651229600981739,2.468048325744471,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,1998,t10y3m_spread,-0.3701052172538715,1.3997428670749723,-2.174799408071327,-0.776954113553644,2.2161488539251395,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,1998,hy_ccc_spread,0.767361921607817,1.376912268557886,-1.5593496114012853,1.100490148602483,2.590663015329649,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,1998,corp_bond_spread,0.4845847921339888,1.560357393984637,-1.7275039028838386,1.042555519714792,2.5523489865149935,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2001,returns,-0.0001442098174336,0.9734874020596056,-1.5243840678007596,0.010496061411064,1.5597128969969198,248,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2001,pce_price_index,0.9050525112160572,1.3958101270140897,-1.9189262941314915,1.112923851835101,2.502550374444036,248,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2001,unemployment_rate,1.3561478055304603,1.0172490542155117,-0.2267586694847725,1.4017398558976673,2.727110625445013,248,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2001,nonfarm_payrolls,-0.7517775675777574,1.5201918963457213,-2.678150422956671,-1.317001176818128,1.6566970986676988,248,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2001,industrial_production,-1.642747122769916,0.5003810453642203,-2.571531422120642,-1.5386953862010055,-0.9936026498756104,248,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2001,capacity_utilization,-1.630946539573427,0.3867809004194392,-2.364319309520103,-1.5377619819466253,-1.1552741988218564,248,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2001,housing_starts,0.3801219072803842,1.3822888435972145,-1.638978106113587,0.3095783612558938,2.3988818116913193,248,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2001,building_permits,-0.3171445688611647,1.5449674348291773,-2.570199494718909,-0.1774958754283385,2.1819037802548076,248,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2001,retail_sales,0.2052295789978703,1.5658113526299495,-2.175321577879582,0.3606056084133665,2.453203185608874,248,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2001,durable_orders,-0.7930211975979247,1.095961962611642,-2.543662443983229,-0.7116195450956369,0.9907972237448328,248,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2001,consumer_confidence,-0.8566064233813224,1.422911320606569,-2.9421164749584094,-1.0851750881980218,1.2006315042184763,248,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2001,fed_funds,-1.7889626067255235,0.8445025270843165,-3.258484124906407,-1.5657880365823065,-1.017351542779024,248,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2001,epu_index,0.2610579750688485,1.3841011937056429,-1.4235291710325062,-0.2490683790448062,2.426250218096854,248,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2001,t10y2y_spread,1.450567978850572,1.0077719253631117,-0.166993144289727,1.3251996132587884,3.3017953789566516,248,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2001,t10y3m_spread,0.8516261242494976,1.4249887258273866,-1.3588976089975937,1.1503896313290736,2.909003743899792,248,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2001,hy_ccc_spread,0.4690567714297666,1.251807691184731,-1.5510660594365022,0.6334566320283008,2.2397929547432165,248,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2001,corp_bond_spread,0.3978959023208072,1.3232765828166166,-1.346661542189194,0.367533950746909,2.384230935681585,248,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2008,returns,-0.0248024755455959,1.160990295120983,-1.9673462407480709,0.0127635151140684,1.763293697485783,253,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2008,pce_price_index,0.8568928528922678,1.563791571215038,-2.592429507683379,1.3243469279293143,2.3114495346963677,253,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2008,unemployment_rate,1.382060720943219,1.0449188982901907,-0.1685374048682406,1.4142135623726138,2.834787503367328,253,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2008,nonfarm_payrolls,-1.1897413371628838,1.30489826900698,-2.7449271564672433,-1.4988581986039038,1.464807377689075,253,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2008,industrial_production,-1.2757303328672842,1.2102768730083189,-3.1741292701453254,-1.411570400487512,1.1587113082767662,253,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2008,capacity_utilization,-1.2584700826888484,1.252662343863563,-3.115113827500477,-1.4198933030910992,1.2166143350627687,253,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2008,housing_starts,-1.0397870484380538,1.1751651511026715,-2.550493699407021,-1.2242470963455765,1.49722481801677,253,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2008,building_permits,-0.8818013342322653,1.33191564123978,-2.3063011823539825,-1.2645818666643502,1.881269851269053,253,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2008,retail_sales,-0.6293409991376465,1.5375266791507631,-2.850934201497082,-0.5253385253029988,1.8613273505560104,253,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2008,durable_orders,-0.9200040816372486,1.4620136055261654,-2.8375323499586544,-1.0085942971341575,1.8490253049535468,253,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2008,consumer_confidence,-0.578305556213843,1.3716641308071051,-2.118783020253096,-1.184374426028453,1.7826022840064193,253,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2008,fed_funds,-1.4824078255766495,1.0447180259717743,-3.1715517213330724,-1.4259915619243826,0.0124265607633481,253,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2008,epu_index,0.4012875371069008,1.5364699248683638,-1.6315641103110985,-0.200453000447389,2.7990783641636092,253,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2008,t10y2y_spread,0.7564317938239926,1.386549286395247,-1.5678533499209402,1.1341928641718435,2.70939548509155,253,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2008,t10y3m_spread,0.8523098206361003,1.2283621513983338,-0.9455506002734996,1.0692824278023887,2.7456431848518443,253,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2008,hy_ccc_spread,1.2277690517800155,1.194051526898482,-1.2728789226603328,1.4495094289384505,2.8339191465778266,253,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2008,corp_bond_spread,1.0410115755311962,1.3443211125553285,-1.750740729056941,1.2732555961930696,2.6189270444252366,253,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2011,returns,-0.0402616996754166,1.1231098561598238,-2.1679036188914487,0.0666295196314386,1.6283930432312677,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2011,pce_price_index,1.5426918419364533,0.5528440361629968,0.697150031318065,1.4514767954537668,2.5400130109264065,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2011,unemployment_rate,-0.7136646982897289,1.2284510444584251,-2.3996314780249572,-0.7820777545463843,1.4142135623648548,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2011,nonfarm_payrolls,1.5759495831791512,0.5733792728062808,0.9285785236937324,1.443139283314112,2.7111674143464177,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2011,industrial_production,1.1421082908705305,1.031971409047476,-0.7248967889886684,1.3088322176749156,2.6920673052549886,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2011,capacity_utilization,1.0611475844486251,1.0820610291283412,-0.5382547435388122,0.907687416521214,2.766319775340494,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2011,housing_starts,0.4884851093081143,1.323712593677884,-1.11190924093252,0.0061039838434533,2.490943879568045,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2011,building_permits,0.7003392210798259,1.380389993364668,-1.4372512972187388,0.755709218117902,2.418332663494356,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2011,retail_sales,1.4799044927504623,0.7493176697411682,0.6154964822603672,1.369841622115987,2.5487525602306507,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2011,durable_orders,0.4242969373093145,1.157417127918763,-0.8619695041262068,0.1588698014896863,2.6391835882598342,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2011,consumer_confidence,0.0390656910391788,1.4889936419782257,-2.5682669693831537,0.3024194955375302,2.114669732038866,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2011,fed_funds,-1.2272515248912157,1.2446359764842698,-3.1036929841240433,-1.3208532360693788,1.2636055210102954,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2011,epu_index,-0.3807168611575413,1.4711005877902872,-1.762882344987278,-0.8544852281067514,2.7036727817524864,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2011,t10y2y_spread,-0.3453877871833022,1.4728324327576503,-2.622058671383742,-0.190587570102803,1.903348750369731,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2011,t10y3m_spread,-0.1803539848091655,1.5762638168586072,-2.6353155454991946,-0.1465705094230528,2.291079587109825,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2011,hy_ccc_spread,0.4063230964173216,1.578949568124105,-1.9471074877630208,0.1052655992689126,2.687924862761417,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2011,corp_bond_spread,0.3894308948517748,1.6057401145801389,-1.8975557982420197,0.1514661793021768,2.9116564869948274,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2015,returns,-0.0373701084312618,1.048407526307122,-1.689443256525493,-0.0730757937376627,1.5979556705794409,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2015,pce_price_index,0.0219028699663388,1.5338142042517258,-2.421939156245436,0.714156737722366,1.966394123352076,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2015,unemployment_rate,-0.7562838065388726,1.1736039015884048,-2.000685338914464,-1.156900421231485,1.763658157602426,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2015,nonfarm_payrolls,1.6037954990145638,0.4198165215428378,1.0977156804906578,1.500472652277803,2.3870351516646378,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2015,industrial_production,-0.913379806875594,1.209695408441721,-2.405454591649419,-1.3400067646665332,1.2038778555815075,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2015,capacity_utilization,-0.9450306128076909,1.2081078195593555,-2.5149472862473488,-1.3280765251292026,1.1186392399188367,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2015,housing_starts,0.1424994916028479,1.2338026793259549,-2.076601120385301,0.3180926211407874,1.8879784256131005,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2015,building_permits,0.4579811131666007,1.4886307334114184,-1.419874656927082,-0.2382576676437372,2.891579380452009,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2015,retail_sales,0.2138458022405565,1.423491891122065,-1.848930039559538,0.7698550501375178,2.2078630905919363,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2015,durable_orders,-0.3433971585742585,1.2590732419741089,-2.228305215315497,-0.6416536720753645,1.3049381916065623,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2015,consumer_confidence,0.0134167345038303,1.313988223237198,-2.1203188317457164,0.0654932322298978,2.1049651610217452,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2015,fed_funds,0.7795430734336162,1.5440513125572388,-1.7812661386144768,0.866025399209938,2.828427102472817,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2015,epu_index,-0.1018474482900305,1.1286482861831229,-1.7324761766047974,-0.1230320611123374,1.6771887775461722,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2015,t10y2y_spread,-0.3898736486007393,1.4833450999608406,-2.551987866740658,-0.5858297833493467,1.9671990459765776,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2015,t10y3m_spread,-0.2600628135506014,1.3255558055837044,-2.307968775724112,-0.4976036143571725,1.9799264917541817,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2015,hy_ccc_spread,0.9904237590852804,1.2256840914456368,-1.5140059761709683,0.8759076996697645,2.8801160169241795,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2015,corp_bond_spread,0.6352259520440596,1.2621462568525708,-1.629671689224695,1.046437076111875,2.3927358964564966,252,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2020,returns,-0.0680106084230614,1.2155652268520023,-2.326348001307585,0.058353964051364,1.5663770478380572,253,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2020,pce_price_index,0.7623828084484845,1.368228657477126,-1.7684621937393588,1.2797275548375742,2.173351429069698,253,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2020,unemployment_rate,-0.2631950803831119,1.7926556467787809,-2.1095587989762787,-0.8344765846355426,2.795626525243744,253,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2020,nonfarm_payrolls,0.526449988100234,1.615819391557869,-2.652415385941112,1.201913167712946,2.0600943376130214,253,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2020,industrial_production,-0.0704582150021563,1.5833791143900533,-2.707554299121781,0.10204982901633,1.901721214300784,253,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2020,capacity_utilization,-0.1020320810908433,1.6241162295303906,-2.807648384501907,-0.0770035031532608,1.9781250255797445,253,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2020,housing_starts,0.4267566359509964,1.5879928380611386,-2.4400574116247906,0.6272802607749636,2.31955190133201,253,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2020,building_permits,0.0372596273317121,1.461921639989704,-2.494245807356617,0.4532035274025309,1.897909832449468,253,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2020,retail_sales,0.289468946437463,1.463680874102388,-2.5335614889844384,0.7117460174487332,1.8573815044326825,253,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2020,durable_orders,0.5267038809592006,1.4412961452199962,-2.247168142363729,1.0976744786028758,2.3099675130940405,253,0.0,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
