group,run_id,period,breach_rate,coverage_error,cvar,rmse,mae,pinball,brier,kupiec_LR,kupiec_p,christoffersen_ind_LR,christoffersen_ind_p,christoffersen_cc_LR,christoffersen_cc_p,model,cfg_seq_length,cfg_z_window,cfg_use_cls_token,cfg_zscore,cfg_layers,cfg_head_size,cfg_num_heads,cfg_ff_dim,cfg_dropout,cfg_attn_dropout,cfg_calibration,cfg_refit,cfg_timeframe,cfg_use_returns,cfg_use_spx_close,cfg_data_start_year,cfg_end_date
base,run_20250905_120706_4898a8c3,2008,0.0869565217391304,0.0369565217391304,-0.0399156846106052,0.0453075886856525,0.0334250361398338,0.0026122837159661,0.0807608695652173,6.017490956133272,0.0141647705870407,4.215137047765893,0.0400648296788677,10.312362449093172,0.0057636678665527,GARCH,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2008,0.1146245059288537,0.0646245059288537,-0.0455891527235507,0.0362556762993335,0.0285273678600788,0.0033501712605357,0.1056620553359683,16.55737582590224,4.720004178190022e-05,0.0447064939107108,0.8325446472903315,16.743495761560833,0.0002313108963246,LSTM,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2011,0.0,-0.05,,0.1212684512138366,0.1186131536960601,0.0059306574985384,0.0025,25.851820320925487,3.686568671972143e-07,-0.0,1.0,25.74923378255039,2.562270211004052e-06,Transformer,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2011,0.0873015873015873,0.0373015873015872,-0.0252717807888984,0.0272502167554757,0.0217486207319915,0.0016557860864245,0.0810714285714285,6.097225401327278,0.013539430301558,0.6320102174560288,0.426618910364453,6.809729214781927,0.0332113163443729,GARCH,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2011,0.1269841269841269,0.0769841269841269,-0.0255753714591264,0.0214293897151947,0.0179969202727079,0.0019586200360208,0.1167857142857142,22.466873106441906,2.1379911129232533e-06,0.0020541089303694,0.9638504299899436,22.638522552787293,1.2136886440040268e-05,LSTM,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2015,0.0277777777777777,-0.0222222222222222,-0.0255365055054426,0.02245619520545,0.0202231984585523,0.0012088860385119,0.0274999999999999,3.100971227588913,0.0782456008722678,6.766628178625605,0.0092878147714724,9.82146825520756,0.007367077970366,Transformer,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2015,0.0753968253968253,0.0253968253968253,-0.0188548434525728,0.0186031514207985,0.0156743880350934,0.0011248325950111,0.0703571428571428,2.9808420438341012,0.0842554278386686,0.2331803341278893,0.6291756203354034,3.2685415423400395,0.1950945880367771,GARCH,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2015,0.0238095238095238,-0.0261904761904761,-0.0280789267271757,0.0487934201955795,0.0346831567585468,0.0019433705601841,0.0239285714285714,4.4770573250245755,0.0343528206448315,8.167522291503488,0.0042647124994579,12.590285177548544,0.0018452461628801,LSTM,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2020,0.1106719367588932,0.0606719367588932,-0.0390274487435817,0.0280694887042045,0.0224758572876453,0.0032515539787709,0.1021047430830039,14.79654205909648,0.0001197548926481,0.0050689631955184,0.9432412463118914,14.93409586295357,0.0005716132500883,Transformer,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2020,0.0592885375494071,0.0092885375494071,-0.0427189022302627,0.0408444897009126,0.0303070724666532,0.0025230917209376,0.0558596837944663,0.4348417396568256,0.5096226936193818,1.1956207848179352,0.2741987023450939,1.6503633564977689,0.4381553819308883,GARCH,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2020,0.1067193675889328,0.0567193675889328,-0.0391527265310287,0.0309636387974023,0.0249917861074209,0.0033663620706647,0.0985474308300395,13.116040974270092,0.0002927780828865,1.6592591041501448,0.1977033878170566,14.898896000928922,0.0005817626562935,LSTM,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2022,0.0358565737051792,-0.0141434262948207,-0.0335340052843093,0.0348741970956325,0.0313205420970916,0.0016931233694776,0.0347709163346613,1.1676618152789895,0.2798821958536523,0.6723554974996478,0.4122315769053662,1.8106097196952873,0.4044185753226162,Transformer,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2022,0.0876494023904382,0.0376494023904382,-0.0283144172281026,0.0276947262138736,0.0236865712820745,0.0016860107615197,0.0813844621513944,6.177718997325899,0.012936894760989,0.6409746097717747,0.4233580970834496,6.8999527067381266,0.0317463870642907,GARCH,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_4898a8c3,2022,0.1593625498007968,0.1093625498007968,-0.0237731579691171,0.0210438780486583,0.0172570999711751,0.0022067225072532,0.1459262948207171,41.12146532772509,1.4305657964976388e-10,0.0359317021837757,0.8496566036924829,41.40275752860281,1.022128351701578e-09,LSTM,30,63,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_5620a31e,1987,0.0,-0.05,,0.3307514786720276,0.329047828912735,0.0164523944258689,0.0025,25.95440690950059,3.4957650949621474e-07,-0.0,1.0,25.85182037132549,2.434156700453849e-06,Transformer,30,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_5620a31e,1987,0.0632411067193675,0.0132411067193675,-0.0343704521656036,0.0370405501290045,0.0261941433207647,0.002271025783108,0.0594169960474308,0.8647190070266422,0.3524214717290108,10.376310057693816,0.0012764254305101,11.269368740349003,0.0035718044233283,GARCH,30,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_5620a31e,1987,0.0988142292490118,0.0488142292490118,-0.0348998717963695,0.0287660881876945,0.022801250219345,0.0027163289487361,0.0914328063241106,10.006672668932408,0.0015597406399109,2.5886031663467124,0.1076352220743576,12.701211570203736,0.0017456893033113,LSTM,30,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_5620a31e,1998,0.0,-0.05,,0.6917782425880432,0.6761362552642822,0.0338068082928657,0.0025,25.851820320925487,3.686568671972143e-07,-0.0,1.0,25.74923378255039,2.562270211004052e-06,Transformer,30,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_5620a31e,1998,0.0555555555555555,0.0055555555555555,-0.0256571322679519,0.02458630405709,0.0207005669193604,0.0015512950558875,0.0525,0.1582975790776574,0.6907287550167276,1.6549717164641156,0.1982836024522503,1.8252335987987731,0.4014722758549073,GARCH,30,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_5620a31e,2001,0.6451612903225806,0.5951612903225806,-0.0008494394714944,0.3618071675300598,0.3274528682231903,0.1991589218378067,0.5831451612903227,645.0681894746438,2.640517282638361e-142,289.2917432336652,7.093812296731703e-65,936.3368992208776,4.7536339152524066e-204,Transformer,30,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_5620a31e,2001,0.0685483870967741,0.0185483870967741,-0.025322625413537,0.0255022931051223,0.0214906957368961,0.0014784979931711,0.0641935483870967,1.6179771690328366,0.203374073307154,0.7002532229904875,0.4026986207372698,1.7431710622874736,0.4182878148434221,GARCH,30,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_5620a31e,2001,0.0,-0.05,,0.7708298563957214,0.7413106560707092,0.0370655357837677,0.0025,25.44147396662508,4.560084953475983e-07,-0.0,1.0,25.338887427449983,3.145795641229335e-06,LSTM,30,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_5620a31e,2008,0.0237154150197628,-0.0262845849802371,-0.0770478621125221,0.0618605613708496,0.0565055646002292,0.0032430835999548,0.0238438735177865,4.531545338930046,0.0332755567613362,0.2927119512681762,0.5884878665878619,4.7697692762927515,0.0920996037474639,Transformer,30,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_5620a31e,2008,0.0869565217391304,0.0369565217391304,-0.0399156846106052,0.0453075886856525,0.0334250361398338,0.0026122837159661,0.0807608695652173,6.017490956133272,0.0141647705870407,4.215137047765893,0.0400648296788677,10.312362449093172,0.0057636678665527,GARCH,30,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_5620a31e,2008,0.1027667984189723,0.0527667984189723,-0.0448588691651821,0.048128493130207,0.0369094274938106,0.0034603134263306,0.094990118577075,11.518480494304155,0.000689076923688,0.045349897832832,0.8313619418239463,11.678576728246174,0.0029109133993163,LSTM,30,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_5620a31e,2011,0.0238095238095238,-0.0261904761904761,-0.0320631228387355,0.0413049459457397,0.0359309017658233,0.0019377671414986,0.0239285714285714,4.4770573250245755,0.0343528206448315,0.2939069323851729,0.5877276855600846,4.716669818430231,0.0945775724038563,Transformer,30,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_5620a31e,2011,0.0873015873015873,0.0373015873015872,-0.0252717807888984,0.0272502167554757,0.0217486207319915,0.0016557860864245,0.0810714285714285,6.097225401327278,0.013539430301558,0.6320102174560288,0.426618910364453,6.809729214781927,0.0332113163443729,GARCH,30,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_5620a31e,2011,0.1349206349206349,0.0849206349206349,-0.0250794235616922,0.020853204652667,0.0173609070479869,0.0020020473748445,0.1239285714285714,26.67377389882789,2.4086875649488165e-07,0.1101046152718131,0.7400250642468817,26.971780647443055,1.3904399866905854e-06,LSTM,30,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_5620a31e,2015,0.0396825396825396,-0.0103174603174603,-0.0237309727817773,0.0204946007579565,0.0183878988027572,0.0011326920939609,0.0382142857142857,0.6059011686140965,0.4363352797551718,3.8283652570132505,0.0503920586108881,4.412826981113577,0.1100947973140364,Transformer,30,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_5620a31e,2015,0.0753968253968253,0.0253968253968253,-0.0188548434525728,0.0186031514207985,0.0156743880350934,0.0011248325950111,0.0703571428571428,2.9808420438341012,0.0842554278386686,0.2331803341278893,0.6291756203354034,3.2685415423400395,0.1950945880367771,GARCH,30,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_5620a31e,2015,0.0039682539682539,-0.046031746031746,-0.0208661947399377,0.3624002933502197,0.189765065908432,0.0094996038824319,0.0060714285714285,18.685813668056543,1.5412491730805425e-05,0.0080000211334664,0.9287299806793412,18.599195248984444,9.14610257517984e-05,LSTM,30,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_5620a31e,2020,0.1818181818181818,0.1318181818181818,-0.0257924068719148,0.0273199826478958,0.0206142887473106,0.0038879483472555,0.1661363636363636,56.92830063614738,4.5199421491258834e-14,0.4421776637988147,0.5060732582318669,57.670114030983605,2.999810720259437e-13,Transformer,30,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_5620a31e,2020,0.0592885375494071,0.0092885375494071,-0.0427189022302627,0.0408444897009126,0.0303070724666532,0.0025230917209376,0.0558596837944663,0.4348417396568256,0.5096226936193818,1.1956207848179352,0.2741987023450939,1.6503633564977689,0.4381553819308883,GARCH,30,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_5620a31e,2020,0.1027667984189723,0.0527667984189723,-0.040106613188982,0.0309931319206953,0.0259491987526416,0.0033902714494615,0.094990118577075,11.518480494304155,0.000689076923688,2.0949361492326437,0.1477878857131179,13.728162979645989,0.0010446415259098,LSTM,30,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_5620a31e,2022,0.099601593625498,0.049601593625498,-0.027799118310213,0.0245066825300455,0.0207575727254152,0.0018302976386621,0.0921414342629482,10.21941821120014,0.0013896968134045,0.1175515788311378,0.7317053219928842,10.44466103520434,0.0053947419237768,Transformer,30,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_5620a31e,2022,0.0876494023904382,0.0376494023904382,-0.0283144172281026,0.0276947262138736,0.0236865712820745,0.0016860107615197,0.0813844621513944,6.177718997325899,0.012936894760989,0.6409746097717747,0.4233580970834496,6.8999527067381266,0.0317463870642907,GARCH,30,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_5620a31e,2022,0.1593625498007968,0.1093625498007968,-0.0237911697477102,0.0204292014241218,0.0165994707494974,0.0021478256676346,0.1459262948207171,41.12146532772509,1.4305657964976388e-10,0.45761907630858,0.4987388081913758,41.82444490272762,8.278224214736821e-10,LSTM,30,126,True,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_7106bab1,1987,0.2885375494071146,0.2385375494071146,-0.0014717282028868,0.4431916773319244,0.3521953821182251,0.0984535664319992,0.2621837944664031,151.8189613504165,6.940543929999882e-35,234.01236459401656,7.949593073846224e-53,386.4112127165404,1.23558118339767e-84,Transformer,30,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_7106bab1,1987,0.0632411067193675,0.0132411067193675,-0.0343704521656036,0.0370405501290045,0.0261941433207647,0.002271025783108,0.0594169960474308,0.8647190070266422,0.3524214717290108,10.376310057693816,0.0012764254305101,11.269368740349003,0.0035718044233283,GARCH,30,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_7106bab1,1987,0.1343873517786561,0.0843873517786561,-0.0299361981451511,0.0254798587411642,0.019288919866085,0.0028783492743968,0.1234486166007905,26.48710958081963,2.6530254639365845e-07,2.9588614856534092,0.0854080598600235,29.632635384481297,3.6758263286309315e-07,LSTM,30,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_7106bab1,1998,0.0515873015873015,0.0015873015873015,0.0030026228632777,0.8037242889404297,0.6967536211013794,0.0405281223356723,0.0489285714285714,0.0132348411576282,0.9084112138392187,68.02581293904335,1.6136915662019162e-16,68.0426086973876,1.6777809315536957e-15,Transformer,30,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_7106bab1,1998,0.0555555555555555,0.0055555555555555,-0.0256571322679519,0.02458630405709,0.0207005669193604,0.0015512950558875,0.0525,0.1582975790776574,0.6907287550167276,1.6549717164641156,0.1982836024522503,1.8252335987987731,0.4014722758549073,GARCH,30,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_7106bab1,1998,0.0,-0.05,,0.4228393733501434,0.3057657182216644,0.0152882868424057,0.0025,25.851820320925487,3.686568671972143e-07,-0.0,1.0,25.74923378255039,2.562270211004052e-06,LSTM,30,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_7106bab1,2001,0.0564516129032258,0.0064516129032258,-0.0097334394231438,0.0802131816744804,0.0665115267038345,0.0040426356717944,0.0533064516129032,0.2089945516857931,0.6475566079213508,1.5188110954438383,0.2177994986343216,1.7416762361771347,0.418600565479449,Transformer,30,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_7106bab1,2001,0.0685483870967741,0.0185483870967741,-0.025322625413537,0.0255022931051223,0.0214906957368961,0.0014784979931711,0.0641935483870967,1.6179771690328366,0.203374073307154,0.7002532229904875,0.4026986207372698,1.7431710622874736,0.4182878148434221,GARCH,30,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_7106bab1,2001,0.0,-0.05,,0.5868567228317261,0.4835456311702728,0.0241772793233394,0.0025,25.44147396662508,4.560084953475983e-07,-0.0,1.0,25.338887427449983,3.145795641229335e-06,LSTM,30,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_7106bab1,2008,0.0395256916996047,-0.0104743083003952,-0.0693506747484207,0.0620185397565364,0.0565942414104938,0.0036005652509629,0.0380731225296442,0.6276685706916291,0.4282117892526553,3.8421375097218737,0.0499797661860083,4.44803867833597,0.1081734481004761,Transformer,30,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_7106bab1,2008,0.0869565217391304,0.0369565217391304,-0.0399156846106052,0.0453075886856525,0.0334250361398338,0.0026122837159661,0.0807608695652173,6.017490956133272,0.0141647705870407,4.215137047765893,0.0400648296788677,10.312362449093172,0.0057636678665527,GARCH,30,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_7106bab1,2008,0.1146245059288537,0.0646245059288537,-0.0455891527235507,0.0362556762993335,0.0285273678600788,0.0033501712605357,0.1056620553359683,16.55737582590224,4.720004178190022e-05,0.0447064939107108,0.8325446472903315,16.743495761560833,0.0002313108963246,LSTM,30,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_7106bab1,2011,0.0,-0.05,,0.0693642348051071,0.0676303729414939,0.0033815186470746,0.0025,25.851820320925487,3.686568671972143e-07,-0.0,1.0,25.74923378255039,2.562270211004052e-06,Transformer,30,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_7106bab1,2011,0.0873015873015873,0.0373015873015872,-0.0252717807888984,0.0272502167554757,0.0217486207319915,0.0016557860864245,0.0810714285714285,6.097225401327278,0.013539430301558,0.6320102174560288,0.426618910364453,6.809729214781927,0.0332113163443729,GARCH,30,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_7106bab1,2011,0.1269841269841269,0.0769841269841269,-0.0255753714591264,0.0214293897151947,0.0179969202727079,0.0019586200360208,0.1167857142857142,22.466873106441906,2.1379911129232533e-06,0.0020541089303694,0.9638504299899436,22.638522552787293,1.2136886440040268e-05,LSTM,30,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_7106bab1,2015,0.0396825396825396,-0.0103174603174603,-0.0225845966488122,0.0215051751583814,0.0191763006150722,0.001236412092112,0.0382142857142857,0.6059011686140965,0.4363352797551718,3.8283652570132505,0.0503920586108881,4.412826981113577,0.1100947973140364,Transformer,30,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_7106bab1,2015,0.0753968253968253,0.0253968253968253,-0.0188548434525728,0.0186031514207985,0.0156743880350934,0.0011248325950111,0.0703571428571428,2.9808420438341012,0.0842554278386686,0.2331803341278893,0.6291756203354034,3.2685415423400395,0.1950945880367771,GARCH,30,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_7106bab1,2015,0.0238095238095238,-0.0261904761904761,-0.0280789267271757,0.0487934201955795,0.0346831567585468,0.0019433705601841,0.0239285714285714,4.4770573250245755,0.0343528206448315,8.167522291503488,0.0042647124994579,12.590285177548544,0.0018452461628801,LSTM,30,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_7106bab1,2020,0.1027667984189723,0.0527667984189723,-0.0400491803884506,0.0285971835255622,0.0223422776907682,0.0031553290318697,0.094990118577075,11.518480494304155,0.000689076923688,0.045349897832832,0.8313619418239463,11.678576728246174,0.0029109133993163,Transformer,30,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_7106bab1,2020,0.0592885375494071,0.0092885375494071,-0.0427189022302627,0.0408444897009126,0.0303070724666532,0.0025230917209376,0.0558596837944663,0.4348417396568256,0.5096226936193818,1.1956207848179352,0.2741987023450939,1.6503633564977689,0.4381553819308883,GARCH,30,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_7106bab1,2020,0.1067193675889328,0.0567193675889328,-0.0391527265310287,0.0309636387974023,0.0249917861074209,0.0033663620706647,0.0985474308300395,13.116040974270092,0.0002927780828865,1.6592591041501448,0.1977033878170566,14.898896000928922,0.0005817626562935,LSTM,30,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_7106bab1,2022,0.1075697211155378,0.0575697211155378,-0.0262935496866703,0.0245029255747795,0.0202460289001464,0.0018713606987148,0.099312749003984,13.364185208674275,0.0002564753147403,2.0071663372313444,0.1565575012069779,15.496860310317942,0.0004314192705723,Transformer,30,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_7106bab1,2022,0.0876494023904382,0.0376494023904382,-0.0283144172281026,0.0276947262138736,0.0236865712820745,0.0016860107615197,0.0813844621513944,6.177718997325899,0.012936894760989,0.6409746097717747,0.4233580970834496,6.8999527067381266,0.0317463870642907,GARCH,30,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_7106bab1,2022,0.1593625498007968,0.1093625498007968,-0.0237731579691171,0.0210438780486583,0.0172570999711751,0.0022067225072532,0.1459262948207171,41.12146532772509,1.4305657964976388e-10,0.0359317021837757,0.8496566036924829,41.40275752860281,1.022128351701578e-09,LSTM,30,63,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_d00f0d9d,1987,0.0,-0.05,,0.4984689950942993,0.4822548925876617,0.0241127461194992,0.0025,25.95440690950059,3.4957650949621474e-07,-0.0,1.0,25.85182037132549,2.434156700453849e-06,Transformer,30,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
base,run_20250905_120706_d00f0d9d,1987,0.0632411067193675,0.0132411067193675,-0.0343704521656036,0.0370405501290045,0.0261941433207647,0.002271025783108,0.0594169960474308,0.8647190070266422,0.3524214717290108,10.376310057693816,0.0012764254305101,11.269368740349003,0.0035718044233283,GARCH,30,126,False,True,4,16,4,128,0.1,0.1,none,Y,daily,True,False,1950,2024-12-31
